,Del,time,chanel 0,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7
114,11,xx432262,00   0,01  58,02  55,03  71,04  88,05  55,06  57,07  54
115,11,xx432291,00   0,01  59,02  57,03  73,04  88,05  57,06  60,07  54
116,11,xx432321,00   0,01  60,02  59,03  72,04  83,05  57,06  62,07  55
117,11,xx432350,00   0,01  61,02  60,03  72,04  77,05  59,06  62,07  55
118,11,xx432379,00   0,01  62,02  61,03  69,04  73,05  59,06  65,07  53
119,11,xx432409,00   0,01  62,02  62,03  68,04  69,05  58,06  70,07  53
120,11,xx432438,00   0,01  61,02  65,03  68,04  66,05  57,06  73,07  56
121,11,xx432467,00   0,01  62,02  65,03  63,04  63,05  57,06  74,07  54
122,11,xx432497,00   0,01  63,02  66,03  62,04  61,05  56,06  75,07  54
123,11,xx432526,00   0,01  64,02  65,03  60,04  59,05  57,06  78,07  56
124,11,xx432555,00   0,01  62,02  68,03  62,04  58,05  55,06  79,07  53
125,11,xx432584,00   0,01  62,02  69,03  59,04  59,05  57,06  83,07  54
126,11,xx432614,00   0,01  65,02  72,03  60,04  57,05  55,06  87,07  55
127,11,xx432643,00   0,01  64,02  77,03  59,04  58,05  57,06  91,07  55
128,11,xx432672,00   0,01  63,02  81,03  58,04  58,05  54,06  96,07  53
129,11,xx432702,00   0,01  62,02  86,03  56,04  55,05  55,06 102,07  53
130,11,xx432731,00   0,01  60,02  90,03  58,04  57,05  54,06 104,07  56
131,11,xx432760,00   0,01  57,02  88,03  57,04  56,05  56,06 103,07  55
132,11,xx432790,00   0,01  57,02  79,03  58,04  57,05  53,06  99,07  55
133,11,xx432819,00   0,01  56,02  68,03  56,04  55,05  56,06  81,07  55
134,11,xx432848,00   0,01  56,02  61,03  58,04  56,05  56,06  68,07  76
135,11,xx432877,00   0,01  56,02  57,03  57,04  56,05  55,06  59,07  54
136,11,xx432907,00   0,01  56,02  55,03  57,04  56,05  54,06  58,07  56
137,11,xx432936,00   0,01  56,02  55,03  57,04  56,05  54,06  58,07  54
138,11,xx432965,00   0,01  53,02  52,03  56,04  56,05  54,06  57,07  56
139,11,xx432995,00   0,01  55,02  54,03  57,04  56,05  54,06  57,07  55
140,11,xx433024,00   0,01  56,02  55,03  56,04  56,05  55,06  56,07  55
141,11,xx433053,00   0,01  55,02  56,03  56,04  56,05  56,06  55,07  53
142,11,xx433083,00   0,01  53,02  56,03  56,04  55,05  54,06  56,07  53
143,11,xx433112,00   0,01  55,02  56,03  56,04  55,05  54,06  56,07  56
144,11,xx433141,00   0,01  55,02  54,03  56,04  56,05  54,06  55,07  56
145,11,xx433170,00   0,01  54,02  54,03  57,04  55,05  55,06  55,07  56
146,11,xx433200,00   0,01  54,02  55,03  57,04  55,05  55,06  55,07  54
147,11,xx433229,00   0,01  55,02  55,03  56,04  55,05  54,06  55,07  56
148,11,xx433258,00   0,01  55,02  54,03  57,04  55,05  55,06  55,07  55
149,11,xx433288,00   0,01  55,02  54,03  56,04  57,05  54,06  56,07  53
150,11,xx433317,00   0,01  55,02  56,03  57,04  65,05  54,06  55,07  53
151,11,xx433346,00   0,01  55,02  54,03  63,04  77,05  55,06  55,07  54
152,11,xx433375,00   0,01  56,02  54,03  66,04  79,05  54,06  56,07  55
153,11,xx433405,00   0,01  57,02  54,03  68,04  79,05  58,06  56,07  54
154,11,xx433434,00   0,01  57,02  57,03  68,04  79,05  58,06  57,07  54
155,11,xx433463,00   0,01  59,02  57,03  74,04  83,05  57,06  59,07  54
156,11,xx433493,00   0,01  60,02  58,03  74,04  84,05  59,06  60,07  55
157,11,xx433522,00   0,01  62,02  58,03  73,04  78,05  59,06  61,07  54
158,11,xx433551,00   0,01  62,02  59,03  74,04  75,05  62,06  64,07  54
159,11,xx433581,00   0,01  64,02  60,03  69,04  70,05  60,06  66,07  57
160,11,xx433610,00   0,01  65,02  60,03  68,04  68,05  60,06  70,07  59
161,11,xx433639,00   0,01  64,02  60,03  66,04  66,05  60,06  71,07  55
162,11,xx433668,00   0,01  64,02  62,03  63,04  64,05  59,06  73,07  54
163,11,xx433698,00   0,01  63,02  65,03  63,04  61,05  58,06  77,07  54
164,11,xx433727,00   0,01  64,02  64,03  62,04  61,05  59,06  80,07  56
165,11,xx433756,00   0,01  64,02  66,03  59,04  57,05  59,07  54,11
166,xx433786,00   0,01  63,02  72,03  59,04  58,05  56,06  89,07  54,11
167,xx433815,00   0,01  59,02  72,03  58,04  56,05  55,06  92,07  52,11
168,xx433844,00   0,01  58,02  73,03  57,04  57,05  55,06  90,07  54,11
169,xx433874,00   0,01  57,02  70,03  58,04  57,05  55,06  81,07  55,11
170,xx433903,00   0,01  55,02  62,03  56,04  56,05  56,06  71,07  54,11
171,xx433932,00   0,01  55,02  58,03  56,04  55,05  55,06  63,07  54,11
172,xx433961,00   0,01  54,02  56,03  57,04  58,05  55,06  58,07  54,11
173,xx433991,00   0,01  56,02  55,03  56,04  55,05  56,06  57,07  53,11
174,xx434020,00   0,01  54,02  55,03  56,04  57,05  54,06  59,07  53,11
175,xx434049,00   0,01  55,02  56,03  55,04  57,05  54,06  55,07  56,11
176,xx434079,00   0,01  56,02  55,03  56,04  55,05  54,06  58,07  53,11
177,xx434108,00   0,01  55,02  56,03  56,04  56,05  53,06  57,07  55,11
178,xx434137,00   0,01  55,02  56,03  55,04  56,05  54,06  55,07  54,11
179,xx434166,00   0,01  54,02  54,03  55,04  55,05  53,06  57,07  55,11
180,xx434196,00   0,01  57,02  54,03  56,04  56,05  55,06  53,07  54,11
181,xx434225,00   0,01  56,02  54,03  56,04  55,05  54,06  57,07  55,11
182,xx434254,00   0,01  54,02  55,03  56,04  56,05  55,06  57,07  55,11
183,xx434284,00   0,01  54,02  55,03  56,04  55,05  56,06  55,07  55,11
184,xx434313,00   0,01  56,02  55,03  55,04  54,05  55,06  57,07  54,11
185,xx434342,00   0,01  55,02  56,03  57,04  59,05  54,06  56,07  55,11
186,xx434372,00   0,01  55,02  55,03  59,04  61,05  55,06  55,07  54,11
187,0,00   0,01  59,02  54,03  66,04  71,05  57,06  57,07  53,11
188,xx434430,00   0,01  60,02  57,03  71,04  81,05  59,06  58,07  54,11
189,xx434459,00   0,01  61,02  56,03  75,04  85,05  57,06  56,07  55,11
190,xx434489,00   0,01  62,02  56,03  76,04  89,05  58,06  58,07  54,11
191,xx434518,00   0,01  59,02  55,03  78,04  93,05  57,06  58,07  54,11
192,xx434547,00   0,01  59,02  56,03  74,04  90,05  58,06  58,07  54,11
193,xx434577,00   0,01  58,02  57,03  76,04  90,05  57,06  57,07  56,11
194,xx434606,00   0,01  59,02  55,03  74,04  85,05  60,06  58,07  56,11
195,xx434635,00   0,01  59,02  55,03  75,04  87,05  58,06  58,07  55,11
196,xx434665,00   0,01  59,02  56,03  76,04  89,05  58,06  58,07  55,11
197,xx434694,00   0,01  60,02  56,03  77,04  88,05  59,06  57,07  54,11
198,xx434723,00   0,01  60,02  55,03  75,04  87,05  59,06  62,07  53,11
199,xx434752,00   0,01  60,02  58,03  73,04  83,05  60,06  61,07  56,11
200,xx434782,00   0,01  62,02  56,03  74,04  81,05  59,06  64,07  54,11
201,xx434811,00   0,01  61,02  57,03  72,04  77,05  60,06  62,07  54,11
202,xx434840,00   0,01  60,02  59,03  69,04  73,0,06  67,07  54,11
203,xx434870,00   0,01  62,02  62,03  70,04  71,05  62,06  69,07  56,11
204,xx434899,00   0,01  61,02  62,03  66,04  65,05  62,06  74,07  53,11
205,xx434928,00   0,01  61,02  64,03  61,04  62,05  59,06  79,07  55,11
206,xx434958,00   0,01  59,02  63,03  58,04  58,05  57,06  87,07  54,11
207,xx434987,00   0,01  57,02  63,03  58,04  58,05  56,06  85,07  55,11
208,xx435016,00   0,01  55,02  57,03  57,04  57,05  54,06  80,07  56,11
209,xx435045,00   0,01  55,02  56,03  57,04  58,05  56,06  69,07  55,11
210,xx435075,00   0,01  54,02  55,03  57,04  55,05  56,06  59,07  55,11
211,xx435104,00   0,01  55,02  55,03  58,04  56,05  55,06  58,07  54,11
212,xx435133,00   0,01  55,02  55,03  58,04  58,05  54,06  57,07  54,11
213,xx435163,00   0,01  54,02  54,03  57,04  58,05  55,06  57,07  56,11
214,xx435192,00   0,01  54,02  54,03  57,04  55,05  54,06  56,07  54,11
215,xx435221,00   0,01  54,02  55,03  57,04  57,05  53,06  57,07  54,11
216,xx435250,00   0,01  55,02  54,03  55,04  56,05  55,06  55,07  54,11
217,xx435280,00   0,01  54,02  54,03  57,04  57,05  54,06  55,07  54,11
218,xx435309,00   0,01  53,02  55,03  57,04  57,05  54,06  55,07  56,11
219,xx435338,00   0,01  54,02  55,03  57,04  56,05  55,06  56,07  54,11
220,xx435368,00   0,01  55,02  54,03  56,04  57,05  54,06  55,07  55,11
221,xx435397,00   0,01  54,02  54,03  55,04  56,05  54,06  56,07  53,11
222,xx435426,00   0,01  55,02  55,03  56,04  56,05  56,06  55,07  54,11
223,xx435456,00   0,01  54,02  53,03  58,04  55,05  54,06  56,07  54,11
224,xx435485,00   0,01  54,02  55,03  56,04  55,05  56,06  53,07  52,11
225,xx435514,00   0,01  55,02  55,03  56,04  56,05  54,06  55,07  55,11
226,xx435543,00   0,01  55,02  54,03  56,04  56,05  54,06  56,07  54,11
227,xx435573,00   0,01  56,02  53,03  55,04  57,05  55,06  56,07  55,11
228,xx435602,00   0,01  55,02  52,03  57,04  64,05  53,06  55,07  55,11
229,xx435631,00   0,01  54,02  53,03  61,04  75,05  54,06  54,07  56,11
230,xx435661,00   0,01  54,02  55,03  65,0,05  55,06  56,07  55,11
231,xx435690,00   0,01  55,02  55,03  68,0,05  54,06  53,07  55,11
232,xx435719,00   0,01  57,02  56,03  72,04  87,05  55,06  56,07  53,11
233,xx435749,00   0,01  58,02  55,03  75,04  89,05  57,06  55,07  55,11
234,xx435778,00   0,01  60,02  57,03  76,04  89,05  58,06  59,07  54,11
235,xx435807,00   0,01  61,02  60,03  77,04  81,05  57,06  59,07  54,11
236,xx435836,00   0,01  62,02  59,03  75,04  78,05  57,06  62,07  55,11
237,xx435866,00   0,01  65,02  61,03  71,04  71,05  57,06  63,07  56,11
238,xx435895,00   0,01  66,02  61,03  68,04  67,05  55,06  62,07  56,11
239,xx435924,00   0,01  67,02  64,03  66,04  64,05  55,06  65,07  56,11
240,xx435954,00   0,01  66,02  64,03  64,04  60,05  54,06  68,07  55,11
241,xx435983,00   0,01  67,02  65,03  61,04  59,05  53,06  68,07  54,11
242,xx436012,00   0,01  68,02  67,03  59,04  57,05  55,06  72,07  55,11
243,xx436041,00   0,01  68,02  73,03  61,04  57,05  55,06  77,07  55,11
244,xx436071,00   0,01  68,02  76,03  60,04  57,05  54,06  82,07  54,11
245,xx436100,00   0,01  64,02  79,03  59,04  55,05  55,06  84,07  54,11
246,xx436129,00   0,01  63,02  85,03  58,04  57,05  54,06  83,07  55,11
247,xx436159,00   0,01  60,02  85,03  58,04  57,05  54,06  86,07  54,11
248,xx436188,00   0,01  58,02  88,03  57,04  57,05  53,06  85,07  54,11
249,xx436217,00   0,01  57,02  88,03  57,04  56,05  54,06  79,07  55,11
250,xx436247,00   0,01  59,02  75,03  57,04  58,05  55,06  69,07  54,11
251,xx436276,00   0,01  58,02  64,03  55,04  56,05  54,06  60,07  74,11
252,xx436305,00   0,01  56,02  57,03  57,04  55,05  56,06  58,07  60,11
253,xx436334,00   0,01  57,02  55,03  57,04  55,05  56,06  57,07  54,11
254,xx436364,00   0,01  55,02  56,03  57,04  56,05  55,06  59,07  54,11
255,xx436393,00   0,01  55,02  54,03  56,04  57,05  56,06  56,07  55,11
256,xx436422,00   0,01  55,02  54,03  56,04  56,05  54,06  55,07  54,11
257,xx436452,00   0,01  57,02  54,03  56,04  55,05  54,06  55,07  55,11
258,xx436481,00   0,01  55,02  55,03  56,04  55,05  52,06  56,07  55,11
259,xx436510,00   0,01  54,02  55,03  55,04  56,05  55,06  56,07  55,11
260,xx436540,00   0,01  54,02  54,03  57,04  56,05  52,06  56,07  55,11
261,xx436569,00   0,01  53,02  56,03  56,04  55,05  54,06  56,07  53,11
262,xx436598,00   0,01  55,02  56,03  57,04  56,05  54,06  55,07  54,11
263,xx436627,00   0,01  54,02  55,03  56,04  56,05  55,06  55,07  56,11
264,xx436657,00   0,01  54,02  54,03  57,04  57,05  54,06  54,07  54,11
265,xx436686,00   0,01  55,02  54,03  57,04  54,05  55,06  55,07  55,11
266,xx436715,00   0,01  56,02  57,03  56,04  56,05  54,06  53,07  55,11
267,xx436745,00   0,01  56,02  56,03  59,04  70,05  55,06  55,07  55,11
268,xx436774,00   0,01  56,02  56,03  66,04  82,05  55,06  55,07  55,11
269,xx436803,00   0,01  56,02  56,03  68,04  84,05  55,06  54,07  54,11
270,xx436833,00   0,01  59,02  53,03  70,04  82,05  57,06  57,07  54,11
271,xx436862,00   0,01  59,02  59,03  74,04  84,05  56,06  57,07  56,11
272,xx436891,00   0,01  63,02  58,03  73,04  78,05  60,06  60,07  55,11
273,xx436920,00   0,01  66,02  61,03  72,04  72,05  58,06  62,07  55,11
274,xx436950,00   0,01  67,02  62,03  68,04  66,05  57,06  65,07  54,11
275,xx436979,00   0,01  69,02  63,03  64,04  60,05  57,06  69,07  54,11
276,xx437008,00   0,01  67,02  67,03  59,04  59,05  54,06  71,07  55,11
277,xx437038,00   0,01  63,02  67,03  60,04  58,05  53,06  71,07  54,11
278,xx437067,00   0,01  60,02  67,03  59,04  55,05  54,06  74,07  55,11
279,xx437096,00   0,01  60,02  72,03  58,04  57,05  55,06  78,07  55,11
280,xx437125,00   0,01  59,02  74,03  58,04  57,05  54,06  79,07  54,11
281,xx437155,00   0,01  59,02  76,03  58,04  56,05  55,06  85,07  55,11
282,xx437184,00   0,01  57,02  81,03  58,04  55,05  53,06  87,07  54,11
283,xx437213,00   0,01  58,02  87,03  58,04  56,05  55,06  91,07  54,11
284,xx437243,00   0,01  58,02  87,03  58,04  57,05  54,06  91,07  54,11
285,xx437272,00   0,01  56,02  88,03  58,04  56,05  55,06  90,07  55,11
286,xx437301,00   0,01  57,02  86,03  58,04  56,05  55,06  85,07  55,11
287,xx437331,00   0,01  58,02  74,03  58,04  55,05  53,06  74,07  53,11
288,xx437360,00   0,01  56,02  61,03  56,04  56,05  55,06  64,07  76,11
289,xx437389,00   0,01  54,02  58,03  57,04  56,05  54,06  57,07  57,11
290,xx437418,00   0,01  55,02  55,03  57,04  55,05  54,06  55,07  54,11
291,xx437448,00   0,01  56,02  58,03  55,04  56,05  53,06  57,07  52,11
292,xx437477,00   0,01  54,02  58,03  56,04  57,05  54,06  56,07  54,11
293,xx437506,00   0,0,02  55,03  58,04  56,05  54,06  56,07  54,11
294,xx437536,00   0,01  55,02  55,03  55,04  56,05  53,06  57,07  54,11
295,xx437565,00   0,01  55,02  55,03  57,04  57,05  54,06  56,07  56,11
296,xx437594,00   0,01  56,02  55,03  57,04  56,05  54,06  56,07  53,11
297,xx437624,00   0,01  56,02  55,03  58,04  55,05  53,06  54,07  53,11
298,xx437653,00   0,01  57,02  56,03  56,04  55,05  54,06  55,07  55,11
299,xx437682,00   0,01  54,02  54,03  56,04  57,05  53,06  55,07  56,11
300,xx437711,00   0,01  54,02  56,03  56,04  57,05  54,06  55,07  56,11
301,xx437741,00   0,01  55,02  54,03  56,04  55,05  54,06  56,07  55,11
302,xx437770,00   0,01  54,02  54,03  55,04  57,05  54,06  55,07  55,11
303,xx437799,00   0,01  55,02  56,03  57,04  54,05  54,06  56,07  55,11
304,xx437829,00   0,0,02  56,03  59,04  61,05  56,06  56,07  55,11
305,xx437858,00   0,01  57,02  54,03  62,04  80,05  54,06  54,07  54,11
306,xx437887,00   0,01  58,02  58,03  72,04  90,05  53,06  53,07  56,11
307,xx437916,00   0,01  59,02  55,03  75,04  91,05  55,06  56,07  55,11
308,xx437946,00   0,01  62,02  58,03  77,04  82,05  56,06  58,07  56,11
309,xx437975,00   0,01  67,02  62,03  75,04  76,05  56,06  59,07  54,11
310,xx438004,00   0,01  69,02  62,03  72,04  70,05  55,06  60,07  55,11
311,xx438034,00   0,01  72,02  67,03  68,04  65,05  57,06  62,07  54,11
312,xx438063,00   0,01  72,02  67,03  66,04  61,05  55,06  65,07  55,11
313,xx438092,00   0,01  73,02  69,03  62,04  59,05  53,06  66,07  55,11
314,xx438122,00   0,01  71,02  68,03  61,04  58,05  55,06  65,07  54,11
315,xx438151,00   0,01  69,02  73,03  60,04  57,05  54,06  66,07  54,11
316,xx438180,00   0,01  68,02  74,03  60,04  57,05  54,06  66,07  60,11
317,xx438209,00   0,01  67,02  78,03  59,04  57,05  53,06  65,07  59,11
318,xx438239,00   0,01  68,02  83,03  59,04  58,05  55,06  66,07  59,11
319,xx438268,00   0,01  65,02  87,03  58,04  55,05  54,06  66,07  63,11
320,xx438297,00   0,01  65,02  93,03  58,04  55,05  54,06  69,07  66,11
321,xx438327,00   0,01  63,02  99,03  58,04  56,05  56,06  74,07  72,11
322,xx438356,00   0,01  58,02 103,03  56,04  57,05  54,06  75,07  78,11
323,xx438385,00   0,01  58,02 102,03  58,04  56,05  54,06  74,07  84,11
324,xx438415,00   0,01  58,02  93,03  58,04  56,05  56,06  71,07  85,11
325,xx438444,00   0,01  56,02  67,03  58,04  57,05  56,06  63,07  79,11
326,xx438473,00   0,01  56,02  61,03  59,04  56,05  55,06  59,07  61,11
327,xx438502,00   0,01  55,02  57,03  57,04  54,05  54,06  55,07  54,11
328,xx438532,00   0,01  55,02  57,03  58,04  55,05  54,06  57,07  55,11
329,xx438561,00   0,01  56,02  56,03  56,04  55,05  54,06  55,07  55,11
330,xx438590,00   0,01  55,02  55,03  56,04  56,05  54,06  56,07  55,11
331,xx438620,00   0,01  54,02  56,03  55,04  57,05  54,06  56,07  55,11
332,xx438649,00   0,01  56,02  54,03  57,04  56,05  53,06  56,07  56,11
333,xx438678,00   0,01  54,02  55,03  56,04  57,05  53,06  55,07  55,11
334,xx438708,00   0,01  54,02  55,03  55,04  57,05  53,06  55,07  56,11
335,xx438737,00   0,01  55,02  53,03  58,04  55,05  54,06  55,07  54,11
336,xx438766,00   0,01  55,02  54,03  56,04  54,05  55,06  54,07  54,11
337,xx438795,00   0,01  55,02  55,03  56,04  55,05  54,06  54,07  55,11
338,xx438825,00   0,01  54,02  57,03  55,04  56,05  53,06  54,07  54,11
