,Del,time,chanel 0,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7
139,11,xx822098,00   0,01  55,02  72,03  55,04  58,05  67,06  75,07  55
140,11,xx822127,00   0,01  54,02  78,03  56,04  59,05  66,06  80,07  55
141,11,xx822157,00   0,01  56,02  81,03  56,04  59,05  63,06  86,07  56
142,11,xx822186,00   0,01  54,02  84,03  55,04  58,05  63,06  91,07  56
143,11,xx822215,00   0,01  53,02  84,03  58,04  58,05  61,06  97,07  55
144,11,xx822245,00   0,01  55,02  79,03  58,04  60,05  59,06  96,07  55
145,11,xx822274,00   0,01  54,02  74,03  58,04  59,05  58,06  87,07  54
146,11,xx822303,00   0,01  55,02  69,03  56,04  58,05  55,06  77,07  53
147,11,xx822333,00   0,01  56,02  69,03  55,04  57,05  57,06  69,07  57
148,11,xx822362,00   0,01  54,02  65,03  54,04  57,05  56,06  63,07  55
149,11,xx822391,00   0,01  55,02  57,03  55,04  55,05  54,06  58,07  55
150,11,xx822420,00   0,01  55,02  53,03  55,04  57,05  55,06  58,07  55
151,11,xx822450,00   0,01  55,02  56,03  53,04  56,05  54,06  56,07  56
152,11,xx822479,00   0,01  53,02  56,03  56,04  57,05  54,06  58,07  55
153,11,xx822508,00   0,01  56,02  57,03  55,04  57,05  55,06  56,07  54
154,11,xx822538,00   0,01  54,02  56,03  53,04  55,05  55,06  56,07  53
155,11,xx822567,00   0,01  55,02  55,03  56,04  56,05  54,06  56,07  56
156,11,xx822596,00   0,01  54,02  57,03  53,04  56,05  56,06  56,07  57
157,11,xx822625,00   0,01  54,02  54,03  55,04  56,05  55,06  55,07  56
158,11,xx822655,00   0,01  54,02  52,03  56,04  54,05  55,06  55,07  54
159,11,xx822684,00   0,01  54,02  56,03  57,04  57,05  54,06  56,07  55
160,11,xx822713,00   0,01  54,02  56,03  55,04  58,05  54,06  55,07  55
161,11,xx822743,00   0,01  53,02  55,03  55,04  55,05  55,06  55,07  55
162,11,xx822772,00   0,01  56,02  55,03  56,04  55,05  54,06  56,07  53
163,11,xx822801,00   0,01  55,02  57,03  56,04  55,05  55,06  55,07  54
164,11,xx822831,00   0,01  55,02  55,03  55,04  55,05  55,06  55,07  53
165,11,xx822860,00   0,01  53,02  54,03  57,04  56,05  56,06  57,07  54
166,11,xx822889,00   0,01  56,02  57,03  55,04  87,05  54,06  57,07  53
167,11,xx822918,00   0,01  54,02  55,03  59,04 118,05  55,06  56,07  55
168,11,xx822948,00   0,01  56,02  55,03  65,04 120,05  56,06  58,07  56
169,11,xx822977,00   0,01  56,02  54,03  70,04 127,05  59,06  60,07  54
170,11,xx823006,00   0,01  58,02  57,03  73,04 132,05  63,06  60,07  55
171,11,xx823036,00   0,01  58,02  61,03  76,04 122,05  64,06  61,07  58
172,11,xx823065,00   0,01  57,02  60,03  74,04 103,05  64,06  62,07  56
173,11,xx823094,00   0,01  57,02  61,03  70,04  90,05  65,06  62,07  56
174,11,xx823124,00   0,01  59,02  59,03  68,04  75,05  67,06  64,07  54
175,11,xx823153,00   0,01  57,02  61,03  66,04  69,05  69,06  65,07  54
176,11,xx823182,00   0,01  57,02  63,03  55,04  64,05  68,06  66,07  55
177,11,xx823211,00   0,01  57,02  68,03  53,04  62,05  69,06  69,07  56
178,11,xx823241,00   0,01  56,02  70,03  56,04  63,05  69,06  70,07  56
179,11,xx823270,00   0,01  58,02  76,03  54,04  62,05  72,06  77,07  53
180,11,xx823299,00   0,01  58,02  78,03  54,04  60,05  73,06  81,07  55
181,11,xx823329,00   0,01  54,02  84,03  54,04  57,05  72,06  88,07  56
182,11,xx823358,00   0,01  55,02  86,03  55,04  59,05  66,06  95,07  54
183,11,xx823387,00   0,01  56,02  85,03  58,04  59,05  63,06 100,07  53
184,11,xx823416,00   0,01  56,02  82,03  57,04  59,05  60,06 100,07  54
185,11,xx823446,00   0,01  54,02  75,03  55,04  58,05  56,06  90,07  54
186,11,xx823475,00   0,01  54,02  70,03  56,04  57,05  56,06  75,07  55
187,11,xx823504,00   0,01  55,02  71,03  58,04  57,05  56,06  67,07  54
188,11,xx823534,00   0,01  57,02  62,03  54,04  54,05  57,06  61,07  55
189,11,xx823563,00   0,01  55,02  57,03  53,04  57,05  54,06  57,07  56
190,11,xx823592,00   0,01  56,02  57,03  55,04  57,05  55,06  57,07  55
191,11,xx823622,00   0,01  55,02  56,03  55,04  55,05  53,06  57,07  53
192,11,xx823651,00   0,01  56,02  56,03  56,04  56,05  56,06  56,07  55
193,11,xx823680,00   0,01  55,02  57,03  56,04  55,05  55,06  57,07  56
194,11,xx823709,00   0,01  55,02  55,03  55,04  56,05  56,06  56,07  54
195,11,xx823739,00   0,01  55,02  54,03  57,04  56,05  56,06  56,07  55
196,11,xx823768,00   0,01  55,02  55,03  57,04  55,05  54,06  57,07  53
197,11,xx823797,00   0,01  56,02  56,03  56,04  56,05  56,06  58,07  54
198,11,xx823827,00   0,01  55,02  56,03  55,04  55,05  54,06  55,07  54
199,11,xx823856,00   0,01  54,02  56,03  55,04  55,05  55,06  57,07  54
200,11,xx823885,00   0,01  55,02  56,03  56,04  54,05  54,06  57,07  55
201,11,xx823915,00   0,01  53,02  56,03  56,04  55,05  55,06  55,07  55
202,11,xx823944,00   0,01  55,02  55,03  56,04  56,05  55,06  56,07  55
203,11,xx823973,00   0,01  55,02  54,03  56,04  58,05  56,06  55,07  54
204,11,xx824002,00   0,01  55,02  55,03  55,04  86,05  54,06  56,07  53
205,11,xx824032,00   0,01  53,02  55,03  60,04 109,05  55,06  58,07  53
206,11,xx824061,00   0,01  56,02  54,03  63,04 109,05  58,06  58,07  55
207,11,xx824090,00   0,01  55,02  56,03  70,04 115,05  60,06  59,07  55
208,11,xx824120,00   0,01  56,02  59,03  72,04 117,05  63,06  60,07  54
209,11,xx824149,00   0,01  56,02  59,03  72,04 101,05  67,06  62,07  55
210,11,xx824178,00   0,01  56,02  59,03  70,04  87,05  69,06  63,07  54
211,11,xx824208,00   0,01  55,02  60,03  68,04  77,05  70,06  65,07  53
212,11,xx824237,00   0,01  58,02  62,03  65,04  68,05  75,06  66,07  56
213,11,xx824266,00   0,01  56,02  59,03  55,04  63,05  75,06  65,07  54
214,11,xx824295,00   0,01  55,02  59,03  54,04  62,05  78,06  67,07  55
215,11,xx824325,00   0,01  56,02  61,03  54,04  59,05  80,06  70,07  56
