,Del,time,chanel 0,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7
230,11,xx2368090,00   0,01  95,02  56,03  54,04  55,05  62,06 111,07  55
231,11,xx2368120,00   0,01  95,02  55,03  55,04  54,05  59,06 111,07  55
232,11,xx2368149,00   0,01  93,02  55,03  55,04  54,05  57,06 109,07  56
233,11,xx2368178,00   0,01  83,02  55,03  54,04  55,05  55,06 109,07  53
234,11,xx2368208,00   0,01  82,02  56,03  55,04  56,05  56,06 107,07  55
235,11,xx2368237,00   0,01  77,02  56,03  55,04  54,05  55,06 106,07  56
236,11,xx2368266,00   0,01  73,02  57,03  54,04  55,05  55,06  93,07  54
237,11,xx2368295,00   0,01  70,02  56,03  57,04  57,05  56,06  71,07  55
238,11,xx2368325,00   0,01  70,02  55,03  57,04  55,05  54,06  62,07  53
239,11,xx2368354,00   0,01  64,02  54,03  55,04  55,05  54,06  58,07  55
240,11,xx2368383,00   0,01  60,02  55,03  55,04  54,05  56,06  57,07  54
241,11,xx2368413,00   0,01  56,02  55,03  55,04  54,05  53,06  56,07  55
242,11,xx2368442,00   0,01  57,02  55,03  56,04  54,05  55,06  55,07  55
243,11,xx2368471,00   0,01  56,02  55,03  54,04  55,05  54,06  56,07  54
244,11,xx2368500,00   0,01  57,02  55,03  54,04  56,05  55,06  55,07  55
245,11,xx2368530,00   0,01  58,02  55,03  56,04  53,05  55,06  56,07  53
246,11,xx2368559,00   0,01  56,02  56,03  55,04  54,05  54,06  55,07  56
247,11,xx2368588,00   0,01  56,02  54,03  54,04  56,05  55,06  55,07  54
