,Del,time,chanel 0,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7
32,11,xx6204898,00   0,01  65,02  56,03  56,04  55,05  60,06  56,07  55
33,11,xx6204927,00   0,01  63,02  56,03  56,04  56,05  57,06  57,07  56
34,11,xx6204957,00   0,01  60,02  55,03  54,04  55,05  59,06  56,07  56
35,11,xx6204986,00   0,01  60,02  55,03  54,04  55,05  57,06  54,07  54
36,11,xx6205015,00   0,01  58,02  55,03  55,04  55,05  56,06  56,07  53
37,11,xx6205044,00   0,01  57,02  55,03  56,04  56,05  55,06  55,07  56
38,11,xx6205074,00   0,01  55,02  55,03  55,04  56,05  55,06  55,07  55
39,11,xx6205103,00   0,01  55,02  56,03  56,04  56,05  57,06  55,07  54
40,11,xx6205132,00   0,01  54,02  56,03  56,04  55,05  58,06  54,07  56
41,11,xx6205162,00   0,01  55,02  54,03  55,04  55,05  56,06  54,07  55
42,11,xx6205191,00   0,01  56,02  55,03  55,04  56,05  56,06  54,07  55
43,11,xx6205220,00   0,01  55,02  55,03  54,04  56,05  57,06  57,07  55
44,11,xx6205250,00   0,01  56,02  56,03  55,04  56,05  55,06  54,07  53
45,11,xx6205279,00   0,01  56,02  57,03  55,04  55,05  55,06  55,07  56
46,11,xx6205308,00   0,01  58,02  54,03  56,04  56,05  55,06  56,07  54
47,11,xx6205337,00   0,01  57,02  58,03  54,04  55,05  56,06  56,07  54
48,11,xx6205367,00   0,01  55,02  55,03  55,04  56,05  56,06  55,07  54
49,11,xx6205396,00   0,01  58,02  56,03  56,04  55,05  55,06  55,07  55
50,11,xx6205425,00   0,01  55,02  56,03  55,04  56,05  56,06  56,07  54
51,11,xx6205455,00   0,01  58,02  56,03  55,04  55,05  56,06  55,07  55
52,11,xx6205484,00   0,01  57,02  55,03  55,04  55,05  56,06  55,07  56
53,11,xx6205513,00   0,01  54,02  56,03  55,04  56,05  54,06  55,07  55
54,11,xx6205542,00   0,01  56,02  56,03  55,04  56,05  55,06  55,07  55
55,11,xx6205572,00   0,01  56,02  55,03  56,04  55,05  56,06  56,07  56
56,11,xx6205601,00   0,01  55,02  56,03  54,04  56,05  55,06  56,07  55
57,11,xx6205630,00   0,01  57,02  54,03  56,04  54,05  55,06  54,07  55
58,11,xx6205660,00   0,01  55,02  56,03  56,04  56,05  55,06  56,07  56
59,11,xx6205689,00   0,01  57,02  55,03  55,04  57,05  57,06  57,07  55
60,11,xx6205718,00   0,01  59,02  56,03  61,04  73,05  55,06  55,07  56
61,11,xx6205748,00   0,01  56,02  56,03  66,04  81,05  56,06  53,07  54
62,11,xx6205777,00   0,01  57,02  56,03  68,04  78,05  58,06  57,07  56
63,11,xx6205806,00   0,01  58,02  55,03  70,04  78,05  56,06  55,07  56
64,11,xx6205835,00   0,01  59,02  56,03  76,04  82,05  58,06  54,07  55
65,11,xx6205865,00   0,01  59,02  56,03  84,04  86,05  58,06  56,07  55
66,11,xx6205894,00   0,01  58,02  55,03  87,04  92,05  60,06  57,07  56
67,11,xx6205923,00   0,01  58,02  57,03  89,04  94,05  60,06  55,07  54
68,11,xx6205953,00   0,01  59,02  57,03  93,04  94,05  59,06  57,07  57
69,11,xx6205982,00   0,01  58,02  57,03  96,04  93,05  60,06  55,07  56
70,11,xx6206011,00   0,01  60,02  56,03  94,04  90,05  60,06  54,07  55
71,11,xx6206041,00   0,01  61,02  54,03  94,04  88,05  61,06  55,07  55
72,11,xx6206070,00   0,01  60,02  58,03  96,04  88,05  64,06  55,07  54
73,11,xx6206099,00   0,01  60,02  58,03  99,04  85,05  64,06  55,07  53
74,11,xx6206128,00   0,01  62,02  58,03 100,04  81,05  66,06  56,07  55
75,11,xx6206158,00   0,01  64,02  58,03 101,04  76,05  68,06  53,07  54
76,11,xx6206187,00   0,01  67,02  57,03 100,04  74,05  68,06  54,07  55
77,11,xx6206216,00   0,01  67,02  58,03  97,04  68,05  73,06  58,07  56
78,11,xx6206246,00   0,01  69,02  58,03  92,04  65,05  75,06  57,07  53
79,11,xx6206275,00   0,01  74,02  59,03  88,04  59,05  77,06  59,07  54
80,11,xx6206304,00   0,01  74,02  57,03  81,04  58,05  78,06  59,07  55
81,11,xx6206333,00   0,01  78,02  56,03  73,04  56,05  79,06  62,07  56
82,11,xx6206363,00   0,01  79,02  57,03  67,04  57,05  80,06  63,07  55
83,11,xx6206392,00   0,01  85,02  55,03  63,04  56,05  81,06  61,07  56
84,11,xx6206421,00   0,01  85,02  56,03  58,04  55,05  79,06  63,07  55
85,11,xx6206451,00   0,01  87,02  56,03  57,04  54,05  71,06  62,07  56
86,11,xx6206480,00   0,01  84,02  54,03  56,04  54,05  66,06  62,07  55
87,11,xx6206509,00   0,01  79,02  55,03  56,04  56,05  60,06  59,07  55
88,11,xx6206539,00   0,01  72,02  55,03  56,04  55,05  58,06  56,07  54
89,11,xx6206568,00   0,01  66,02  55,03  55,04  56,05  58,06  55,07  55
90,11,xx6206597,00   0,01  63,02  56,03  55,04  54,05  56,06  55,07  56
91,11,xx6206626,00   0,01  59,02  57,03  55,04  56,05  55,06  55,07  56
92,11,xx6206656,00   0,01  56,02  55,03  56,04  57,05  57,06  55,07  54
93,11,xx6206685,00   0,01  56,02  56,03  56,04  55,05  56,06  56,07  54
94,11,xx6206714,00   0,01  58,02  56,03  56,04  56,05  55,06  54,07  55
95,11,xx6206744,00   0,01  57,02  55,03  54,04  55,05  57,06  54,07  56
96,11,xx6206773,00   0,01  56,02  55,03  55,04  55,05  55,06  55,07  55
97,11,xx6206802,00   0,01  56,02  55,03  56,04  55,05  55,06  55,07  55
98,11,xx6206832,00   0,01  56,02  55,03  56,04  57,05  56,06  53,07  56
99,11,xx6206861,00   0,01  55,02  56,03  55,04  55,05  55,06  56,07  55
100,11,xx6206890,00   0,01  57,02  55,03  56,04  56,05  57,06  55,07  55
101,11,xx6206919,00   0,01  56,02  56,03  55,04  54,05  56,06  54,07  55
102,11,xx6206949,00   0,01  57,02  55,03  56,04  56,05  56,06  56,07  56
103,11,xx6206978,00   0,01  56,02  55,03  55,04  55,05  55,06  55,07  54
104,11,xx6207007,00   0,01  57,02  53,03  56,04  56,05  56,06  55,07  55
105,11,xx6207037,00   0,01  56,02  54,03  54,04  54,05  56,06  56,07  55
106,11,xx6207066,00   0,01  58,02  55,03  55,04  55,05  58,06  54,07  55
107,11,xx6207095,00   0,01  57,02  55,03  56,04  56,05  55,06  55,07  54
108,11,xx6207125,00   0,01  56,02  54,03  55,04  56,05  56,06  55,07  55
109,11,xx6207154,00   0,01  57,02  55,03  54,04  54,05  55,06  56,07  56
110,11,xx6207183,00   0,01  58,02  55,03  55,04  56,05  55,06  55,07  55
111,11,xx6207212,00   0,01  57,02  56,03  56,04  54,05  55,06  53,07  54
112,11,xx6207242,00   0,01  58,02  55,03  55,04  55,05  54,06  56,07  55
113,11,xx6207271,00   0,01  56,02  54,03  56,04  55,05  56,06  56,07  56
114,11,xx6207300,00   0,01  58,02  55,03  56,04  55,05  55,06  56,07  54
115,11,xx6207330,00   0,01  54,02  55,03  55,04  56,05  56,06  55,07  56
116,11,xx6207359,00   0,01  57,02  55,03  56,04  58,05  54,06  54,07  54
117,11,xx6207388,00   0,01  55,02  56,03  57,04  66,05  56,06  54,07  56
118,11,xx6207417,00   0,01  56,02  55,03  66,04  80,05  57,06  57,07  56
119,11,xx6207447,00   0,01  61,02  57,03  75,04  76,05  59,06  56,07  54
120,11,xx6207476,00   0,01  63,02  56,03  82,04  74,05  61,06  55,07  56
121,11,xx6207505,00   0,01  64,02  56,03  85,04  77,05  65,06  53,07  56
122,11,xx6207535,00   0,01  67,02  58,03  91,04  80,05  66,06  57,07  55
123,11,xx6207564,00   0,01  67,02  60,03  93,04  76,05  69,06  55,07  56
124,11,xx6207593,00   0,01  73,02  59,03  94,04  72,05  71,06  55,07  54
125,11,xx6207623,00   0,01  73,02  61,03  91,04  68,05  72,06  58,07  57
126,11,xx6207652,00   0,01  75,02  62,03  90,04  63,05  74,06  57,07  56
127,11,xx6207681,00   0,01  76,02  60,03  85,04  60,05  76,06  59,07  55
128,11,xx6207710,00   0,01  77,02  60,03  81,04  58,05  78,06  57,07  55
129,11,xx6207740,00   0,01  79,02  57,03  75,04  55,05  80,06  62,07  55
130,11,xx6207769,00   0,01  84,02  56,03  68,04  56,05  83,06  62,07  54
131,11,xx6207798,00   0,01  84,02  56,03  63,04  55,05  87,06  64,07  55
132,11,xx6207828,00   0,01  88,02  54,03  57,04  56,05  88,06  65,07  56
133,11,xx6207857,00   0,01  93,02  55,03  57,04  57,05  87,06  69,07  56
134,11,xx6207886,00   0,01  94,02  57,03  56,04  54,05  89,06  70,07  56
135,11,xx6207916,00   0,01  93,02  56,03  57,04  54,05  89,06  74,07  54
136,11,xx6207945,00   0,01  94,02  55,03  56,04  56,05  93,06  73,07  55
137,11,xx6207974,00   0,01  94,02  56,03  56,04  54,05  89,06  74,07  55
138,11,xx6208003,00   0,01  92,02  55,03  57,04  56,05  83,06  75,07  55
139,11,xx6208033,00   0,01  88,02  55,03  55,04  56,05  78,06  73,07  56
140,11,xx6208062,00   0,01  87,02  55,03  56,04  55,05  76,06  73,07  56
141,11,xx6208091,00   0,01  88,02  56,03  56,04  56,05  71,06  73,07  55
142,11,xx6208121,00   0,01  87,02  56,03  56,04  55,05  67,06  73,07  56
143,11,xx6208150,00   0,01  83,02  54,03  57,04  55,05  63,06  67,07  56
144,11,xx6208179,00   0,01  71,02  55,03  53,04  54,05  60,06  61,07  55
145,11,xx6208208,00   0,01  64,02  58,03  56,04  54,05  56,06  58,07  56
146,11,xx6208238,00   0,01  60,02  56,03  56,04  56,05  55,06  54,07  55
147,11,xx6208267,00   0,01  59,02  56,03  55,04  56,05  58,06  53,07  55
148,11,xx6208296,00   0,01  57,02  57,03  55,04  55,05  56,06  53,07  54
149,11,xx6208326,00   0,01  58,02  54,03  57,04  55,05  56,06  55,07  55
150,11,xx6208355,00   0,01  58,02  54,03  56,04  54,05  56,06  55,07  53
151,11,xx6208384,00   0,01  54,02  56,03  57,04  55,05  54,06  56,07  55
152,11,xx6208414,00   0,01  55,02  55,03  54,04  56,05  57,06  56,07  55
153,11,xx6208443,00   0,01  55,02  55,03  54,04  55,05  56,06  56,07  56
154,11,xx6208472,00   0,01  54,02  55,03  55,04  56,05  55,06  56,07  56
155,11,xx6208501,00   0,01  58,02  56,03  56,04  55,05  55,06  55,07  56
156,11,xx6208531,00   0,01  58,02  53,03  57,04  55,05  56,06  55,07  56
157,11,xx6208560,00   0,01  56,02  55,03  55,04  56,05  57,06  53,07  55
158,11,xx6208589,00   0,01  56,02  53,03  55,04  56,05  55,06  55,07  55
159,11,xx6208619,00   0,01  56,02  54,03  58,04  55,05  57,06  55,07  56
160,11,xx6208648,00   0,01  56,02  56,03  55,04  54,05  56,06  55,07  55
161,11,xx6208677,00   0,01  56,02  55,03  56,04  55,05  55,06  55,07  54
162,11,xx6208707,00   0,01  55,02  55,03  56,04  55,05  56,06  56,07  55
163,11,xx6208736,00   0,01  58,02  56,03  55,04  54,05  55,06  55,07  54
164,11,xx6208765,00   0,01  57,02  55,03  55,04  54,05  57,06  56,07  55
165,11,xx6208794,00   0,01  57,02  56,03  57,04  56,05  55,06  55,07  55
166,11,xx6208824,00   0,01  54,02  55,03  54,04  56,05  56,06  56,07  55
167,11,xx6208853,00   0,01  57,02  55,03  55,04  56,05  54,06  55,07  54
168,11,xx6208882,00   0,01  57,02  56,03  58,04  56,05  55,06  54,07  55
169,11,xx6208912,00   0,01  56,02  56,03  55,04  55,05  57,06  56,07  55
170,11,xx6208941,00   0,01  58,02  54,03  55,04  56,05  55,06  56,07  54
171,11,xx6208970,00   0,01  55,02  56,03  55,04  56,05  56,06  54,07  55
172,11,xx6209000,00   0,01  55,02  56,03  56,04  57,05  57,06  53,07  57
173,11,xx6209029,00   0,01  57,02  54,03  61,04  72,05  57,06  55,07  55
174,11,xx6209058,00   0,01  57,02  55,03  68,04  79,05  56,06  54,07  55
175,11,xx6209087,00   0,01  58,02  56,03  76,04  76,05  58,06  54,07  56
176,11,xx6209117,00   0,01  62,02  56,03  80,04  76,05  61,06  54,07  55
177,11,xx6209146,00   0,01  66,02  58,03  87,04  78,05  62,06  55,07  54
178,11,xx6209175,00   0,01  66,02  57,03  92,04  80,05  63,06  56,07  54
179,11,xx6209205,00   0,01  70,02  59,03  93,04  73,05  66,06  57,07  55
180,11,xx6209234,00   0,01  75,02  60,03  92,04  68,05  71,06  57,07  55
181,11,xx6209263,00   0,01  77,02  59,03  88,04  62,05  72,06  59,07  55
182,11,xx6209292,00   0,01  84,02  58,03  82,04  59,05  74,06  59,07  55
183,11,xx6209322,00   0,01  86,02  58,03  74,04  57,05  78,06  62,07  55
184,11,xx6209351,00   0,01  89,02  56,03  67,04  57,05  80,06  62,07  56
185,11,xx6209380,00   0,01  94,02  55,03  64,04  55,05  81,06  64,07  55
186,11,xx6209410,00   0,01  96,02  56,03  59,04  54,05  83,06  67,07  56
187,11,xx6209439,00   0,01  99,02  56,03  57,04  56,05  82,06  68,07  55
188,11,xx6209468,00   0,01 100,02  55,03  54,04  57,05  78,06  69,07  55
189,11,xx6209498,00   0,01 102,02  55,03  55,04  56,05  77,06  74,07  54
190,11,xx6209527,00   0,01 101,02  57,03  56,04  55,05  76,06  71,07  56
191,11,xx6209556,00   0,01 101,02  55,03  57,04  55,05  70,06  72,07  55
192,11,xx6209585,00   0,01 104,02  55,03  54,04  55,05  71,06  74,07  55
193,11,xx6209615,00   0,01 104,02  55,03  54,04  54,05  69,06  72,07  55
194,11,xx6209644,00   0,01 103,02  55,03  56,04  54,05  72,06  72,07  56
195,11,xx6209673,00   0,01 107,02  56,03  56,04  57,05  66,06  73,07  54
196,11,xx6209703,00   0,01 104,02  53,03  56,04  55,05  62,06  69,07  55
197,11,xx6209732,00   0,01  94,02  55,03  55,04  55,05  58,06  62,07  55
198,11,xx6209761,00   0,01  80,02  57,03  56,04  55,05  56,06  56,07  55
199,11,xx6209791,00   0,01  69,02  54,03  56,04  55,05  56,06  56,07  56
200,11,xx6209820,00   0,01  61,02  55,03  56,04  56,05  56,06  55,07  55
201,11,xx6209849,00   0,01  60,02  56,03  56,04  56,05  55,06  54,07  55
202,11,xx6209878,00   0,01  57,02  54,03  55,04  54,05  56,06  54,07  55
203,11,xx6209908,00   0,01  52,02  56,03  55,04  56,05  56,06  54,07  55
204,11,xx6209937,00   0,01  55,02  54,03  56,04  55,05  55,06  55,07  53
205,11,xx6209966,00   0,01  55,02  55,03  55,04  55,05  56,06  56,07  56
206,11,xx6209996,00   0,01  57,02  55,03  55,04  56,05  56,06  54,07  55
207,11,xx6210025,00   0,01  55,02  56,03  55,04  55,05  56,06  56,07  56
208,11,xx6210054,00   0,01  56,02  55,03  55,04  57,05  55,06  54,07  54
209,11,xx6210083,00   0,01  56,02  56,03  54,04  54,05  55,06  56,07  55
210,11,xx6210113,00   0,01  58,02  56,03  55,04  54,05  57,06  54,07  56
211,11,xx6210142,00   0,01  57,02  55,03  56,04  54,05  56,06  55,07  55
212,11,xx6210171,00   0,01  57,02  55,03  55,04  55,05  55,06  55,07  56
213,11,xx6210201,00   0,01  59,02  55,03  54,04  55,05  56,06  55,07  56
214,11,xx6210230,00   0,01  56,02  55,03  55,04  55,05  54,06  53,07  56
215,11,xx6210259,00   0,01  57,02  54,03  55,04  54,05  56,06  55,07  54
216,11,xx6210289,00   0,01  56,02  55,03  55,04  56,05  55,06  53,07  53
217,11,xx6210318,00   0,01  59,02  55,03  56,04  55,05  56,06  54,07  55
218,11,xx6210347,00   0,01  58,02  56,03  55,04  55,05  56,06  55,07  56
219,11,xx6210376,00   0,01  58,02  55,03  55,04  58,05  54,06  55,07  53
220,11,xx6210406,00   0,01  56,02  56,03  55,04  56,05  55,06  56,07  56
221,11,xx6210435,00   0,01  59,02  54,03  57,04  55,05  56,06  54,07  55
222,11,xx6210464,00   0,01  59,02  56,03  54,04  55,05  58,06  56,07  54
223,11,xx6210494,00   0,01  58,02  55,03  56,04  55,05  57,06  55,07  55
224,11,xx6210523,00   0,01  58,02  55,03  56,04  54,05  56,06  56,07  56
225,11,xx6210552,00   0,01  57,02  56,03  55,04  60,05  56,06  55,07  53
226,11,xx6210582,00   0,01  58,02  56,03  62,04  81,05  59,06  54,07  55
227,11,xx6210611,00   0,01  60,02  55,03  70,04  87,05  58,06  55,07  55
228,11,xx6210640,00   0,01  60,02  55,03  79,04  86,05  59,06  56,07  56
229,11,xx6210669,00   0,01  62,02  56,03  84,04  84,05  60,06  56,07  55
230,11,xx6210699,00   0,01  61,02  58,03  87,04  83,05  61,06  56,07  54
231,11,xx6210728,00   0,01  64,02  57,03  96,04  80,05  65,06  54,07  55
232,11,xx6210757,00   0,01  67,02  58,03  98,04  76,05  68,06  55,07  55
233,11,xx6210787,00   0,01  67,02  59,03  98,04  68,05  72,06  57,07  54
234,11,xx6210816,00   0,01  70,02  60,03  91,04  64,05  77,06  57,07  54
235,11,xx6210845,00   0,01  75,02  58,03  84,04  59,05  78,06  60,07  56
236,11,xx6210875,00   0,01  78,02  58,03  73,04  57,05  82,06  60,07  55
237,11,xx6210904,00   0,01  78,02  57,03  66,04  56,05  85,06  63,07  55
238,11,xx6210933,00   0,01  82,02  55,03  60,04  54,05  89,06  66,07  55
239,11,xx6210962,00   0,01  80,02  56,03  57,04  57,05  89,06  67,07  56
240,11,xx6210992,00   0,01  81,02  55,03  57,04  56,05  88,06  69,07  54
241,11,xx6211021,00   0,01  82,02  56,03  56,04  54,05  83,06  71,07  56
242,11,xx6211050,00   0,01  86,02  56,03  55,04  56,05  83,06  73,07  55
243,11,xx6211080,00   0,01  86,02  56,03  56,04  54,05  82,06  73,07  55
244,11,xx6211109,00   0,01  88,02  54,03  53,04  56,05  82,06  78,07  54
245,11,xx6211138,00   0,01  90,02  54,03  56,04  56,05  78,06  79,07  55
246,11,xx6211167,00   0,01  96,02  56,03  55,04  54,05  78,06  81,07  54
247,11,xx6211197,00   0,01 100,02  56,03  55,04  54,05  76,06  83,07  56
248,11,xx6211226,00   0,01 100,02  53,03  56,04  55,05  76,06  87,07  56
249,11,xx6211255,00   0,01 100,02  54,03  55,04  56,05  73,06  85,07  56
250,11,xx6211285,00   0,01  99,02  56,03  56,04  57,05  72,06  85,07  55
251,11,xx6211314,00   0,01  94,02  56,03  55,04  57,05  70,06  86,07  57
252,11,xx6211343,00   0,01  94,02  55,03  55,04  56,05  68,06  86,07  55
253,11,xx6211373,00   0,01  91,02  54,03  54,04  54,05  65,06  79,07  56
254,11,xx6211402,00   0,01  79,02  55,03  55,04  56,05  61,06  68,07  56
255,11,xx6211431,00   0,01  71,02  54,03  55,04  56,05  60,06  61,07  56
256,11,xx6211460,00   0,01  64,02  54,03  55,04  55,05  59,06  59,07  55
257,11,xx6211490,00   0,01  60,02  57,03  57,04  55,05  56,06  57,07  56
258,11,xx6211519,00   0,01  58,02  56,03  54,04  54,05  57,06  57,07  55
259,11,xx6211548,00   0,01  57,02  55,03  55,04  54,05  55,06  55,07  55
260,11,xx6211578,00   0,01  58,02  55,03  55,04  54,05  56,06  55,07  57
261,11,xx6211607,00   0,01  58,02  57,03  55,04  55,05  57,06  57,07  56
262,11,xx6211636,00   0,01  58,02  54,03  56,04  53,05  56,06  56,07  53
263,11,xx6211666,00   0,01  58,02  55,03  56,04  56,05  55,06  55,07  56
264,11,xx6211695,00   0,01  58,02  55,03  56,04  57,05  53,06  56,07  55
265,11,xx6211724,00   0,01  59,02  55,03  56,04  56,05  57,06  56,07  54
266,11,xx6211753,00   0,01  58,02  55,03  56,04  55,05  56,06  55,07  56
267,11,xx6211783,00   0,01  57,02  56,03  55,04  55,05  55,06  57,07  56
268,11,xx6211812,00   0,01  58,02  56,03  56,04  57,05  55,06  54,07  55
269,11,xx6211841,00   0,01  57,02  55,03  54,04  55,05  55,06  54,07  54
270,11,xx6211871,00   0,01  57,02  55,03  54,04  55,05  57,06  56,07  56
271,11,xx6211900,00   0,01  58,02  54,03  57,04  55,05  55,06  57,07  57
272,11,xx6211929,00   0,01  56,02  56,03  56,04  55,05  54,06  57,07  55
273,11,xx6211958,00   0,01  56,02  56,03  55,04  55,05  56,06  55,07  55
274,11,xx6211988,00   0,01  57,02  56,03  56,04  55,05  55,06  54,07  54
275,11,xx6212017,00   0,01  59,02  54,03  55,04  54,05  55,06  51,07  54
276,11,xx6212046,00   0,01  58,02  53,03  55,04  57,05  55,06  54,07  55
277,11,xx6212076,00   0,01  57,02  53,03  56,04  55,05  56,06  56,07  55
278,11,xx6212105,00   0,01  56,02  55,03  55,04  54,05  56,06  53,07  55
279,11,xx6212134,00   0,01  57,02  56,03  58,04  56,05  56,06  55,07  56
280,11,xx6212164,00   0,01  54,02  55,03  56,04  57,05  56,06  55,07  56
281,11,xx6212193,00   0,01  57,02  56,03  56,04  66,05  56,06  55,07  57
282,11,xx6212222,00   0,01  57,02  57,03  66,04  94,05  56,06  55,07  55
283,11,xx6212251,00   0,01  55,02  55,03  70,04  97,05  58,06  56,07  54
284,11,xx6212281,00   0,01  57,02  55,03  75,04  99,05  56,06  56,07  56
285,11,xx6212310,00   0,01  58,02  56,03  79,04  99,05  57,06  56,07  54
286,11,xx6212339,00   0,01  55,02  57,03  88,04  99,05  57,06  57,07  56
287,11,xx6212369,00   0,01  59,02  56,03  92,04  97,05  59,06  55,07  55
288,11,xx6212398,00   0,01  59,02  56,03  97,04  94,05  62,06  56,07  57
289,11,xx6212427,00   0,01  58,02  56,03 100,04  92,05  62,06  54,07  56
290,11,xx6212457,00   0,01  60,02  57,03  99,04  90,05  63,06  55,07  54
291,11,xx6212486,00   0,01  60,02  56,03 101,04  83,05  65,06  53,07  55
292,11,xx6212515,00   0,01  58,02  57,03 101,04  82,05  64,06  56,07  56
293,11,xx6212544,00   0,01  59,02  59,03 101,04  79,05  66,06  54,07  55
294,11,xx6212574,00   0,01  61,02  59,03 101,04  77,05  67,06  55,07  55
295,11,xx6212603,00   0,01  61,02  57,03 100,04  74,05  68,06  54,07  55
296,11,xx6212632,00   0,01  64,02  59,03 102,04  73,05  69,06  57,07  54
297,11,xx6212662,00   0,01  65,02  60,03 102,04  71,05  72,06  58,07  56
298,11,xx6212691,00   0,01  65,02  60,03 102,04  68,05  72,06  58,07  54
299,11,xx6212720,00   0,01  66,02  59,03 101,04  70,05  71,06  57,07  54
300,11,xx6212750,00   0,01  65,02  60,03 100,04  66,05  73,06  58,07  55
301,11,xx6212779,00   0,01  65,02  61,03  98,04  68,05  74,06  57,07  54
302,11,xx6212808,00   0,01  66,02  59,03  97,04  66,05  74,06  57,07  55
303,11,xx6212837,00   0,01  66,02  60,03  93,04  65,05  75,06  56,07  57
304,11,xx6212867,00   0,01  68,02  58,03  90,04  61,05  75,06  56,07  56
305,11,xx6212896,00   0,01  69,02  59,03  84,04  60,05  75,06  59,07  54
306,11,xx6212925,00   0,01  68,02  56,03  70,04  57,05  74,06  58,07  57
307,11,xx6212955,00   0,01  68,02  57,03  60,04  55,05  71,06  59,07  54
308,11,xx6212984,00   0,01  72,02  55,03  56,04  56,05  64,06  57,07  55
309,11,xx6213013,00   0,01  68,02  55,03  56,04  55,05  61,06  57,07  56
310,11,xx6213042,00   0,01  65,02  54,03  55,04  56,05  59,06  55,07  54
311,11,xx6213072,00   0,01  61,02  56,03  56,04  56,05  55,06  54,07  54
312,11,xx6213101,00   0,01  59,02  55,03  56,04  55,05  56,06  55,07  56
313,11,xx6213130,00   0,01  56,02  55,03  56,04  56,05  56,06  54,07  55
314,11,xx6213160,00   0,01  55,02  55,03  57,04  56,05  56,06  56,07  53
315,11,xx6213189,00   0,01  58,02  56,03  57,04  55,05  57,06  55,07  55
316,11,xx6213218,00   0,01  54,02  55,03  56,04  53,05  56,06  55,07  54
317,11,xx6213248,00   0,01  55,02  55,03  57,04  54,05  55,06  55,07  56
318,11,xx6213277,00   0,01  56,02  55,03  56,04  55,05  55,06  57,07  56
319,11,xx6213306,00   0,01  55,02  55,03  55,04  53,05  55,06  55,07  55
320,11,xx6213335,00   0,01  56,02  54,03  54,04  55,05  57,06  58,07  55
321,11,xx6213365,00   0,01  56,02  56,03  56,04  58,05  57,06  54,07  54
322,11,xx6213394,00   0,01  56,02  55,03  56,04  55,05  56,06  56,07  56
323,11,xx6213423,00   0,01  57,02  56,03  55,04  55,05  55,06  56,07  57
324,11,xx6213453,00   0,01  56,02  57,03  54,04  56,05  55,06  56,07  55
325,11,xx6213482,00   0,01  57,02  56,03  54,04  56,05  56,06  54,07  54
326,11,xx6213511,00   0,01  55,02  54,03  55,04  55,05  55,06  54,07  55
327,11,xx6213541,00   0,01  55,02  57,03  56,04  54,05  55,06  55,07  55
328,11,xx6213570,00   0,01  56,02  53,03  55,04  55,05  56,06  55,07  55
329,11,xx6213599,00   0,01  56,02  56,03  56,04  55,05  57,06  55,07  56
330,11,xx6213628,00   0,01  57,02  56,03  56,04  55,05  55,06  55,07  54
